product_name,shipping_fee,page_number,product_condition,seller_feedback_score,origin_country,manufacturer,category,product_price
huawei mediapad,108.85,3,New,38,United Kingdom,huawei,Tablets,1213.27
huawei matebook,186.99,1,Seller refurbished,12800,United Kingdom,huawei,Computers,2715.94
asus zenbook,203.5,3,Seller refurbished,78929,United Kingdom,asus,Computers,3769.16
huawei mediapad,99.68,2,Open box,28174,United Kingdom,huawei,Tablets,708.31
lenovo thinkbook,256.73,3,New,6008,United Kingdom,lenovo,Computers,5238.4
huawei p40,27.42,2,Seller refurbished,30,France,huawei,Smartphones,1411.02
dell latitude,225.42,1,Used,8212,United States,dell,Tablets,129.6
galaxy s21,84.93,2,New,1,United States,samsung,Smartphones,2661.23
galaxy s21,145.72,2,New,206,United States,samsung,Smartphones,1665.35
galaxy s20,92.05,3,Seller refurbished,44117,United States,samsung,Smartphones,1276.2
lenovo thinkpad,315.28,3,Used,41,Japan,lenovo,Computers,3.25
lenovo thinkpad,58.75,2,Used,10,Germany,lenovo,Computers,842.04
iphone x,96.53,3,Used,293554,United Kingdom,apple,Smartphones,1146.97
huawei p40,170.23,1,Used,356,United Kingdom,huawei,Smartphones,2071.51
galaxy s20,469.97,3,Open box,4,Germany,samsung,Smartphones,1958.22
oneplus 8 pro,99.59,1,New,15467,United States,oneplus,Smartphones,1462.47
galaxy s20,0.0,1,New,9678,South,samsung,Smartphones,3630.43
iphone x,86.88,2,Used,17171,United States,apple,Smartphones,981.59
lenovo thinkbook,228.62,2,New,365,United States,lenovo,Computers,5105.93
iphone 11,121.1,3,Used,38101,United States,apple,Smartphones,2494.7
iphone 11,99.55,4,Open box,214574,United States,apple,Smartphones,2564.61
lenovo thinkbook,232.15,2,Open box,1069,United Kingdom,lenovo,Computers,3176.27
iphone x,89.94,4,Used,78415,United States,apple,Smartphones,955.59
macbook air,152.25,3,Used,38101,United States,apple,Computers,1885.51
dell xps,191.71,2,Seller refurbished,101,United Kingdom,dell,Computers,3148.66
asus zenbook,237.58,2,Open box,25284,United Kingdom,asus,Computers,3069.6
huawei p30,100.91,2,Used,5385,United Kingdom,huawei,Smartphones,1288.9
dell xps,169.08,2,Used,17918,United Kingdom,dell,Computers,1904.49
dell precision,206.17,1,Used,2768,United States,dell,Computers,601.27
iphone x,117.49,4,Used,262,Germany,apple,Smartphones,1096.61
iphone 11,101.69,3,Used,43886,United States,apple,Smartphones,1478.8
galaxy tab,93.28,1,Used,1074,United States,samsung,Tablets,844.44
lenovo tab,0.13,4,New,6603,China,lenovo,Tablets,804.08
xiaomi mi 10,0.0,2,New,3543,China,xiaomi,Smartphones,1735.26
dell precision,194.59,3,Used,1495,United Kingdom,dell,Computers,2026.39
asus zenbook,208.83,3,New,11993,United States,asus,Computers,3806.48
oneplus nord,96.5,1,New,15467,United States,oneplus,Smartphones,1462.47
ipad air,103.02,3,Seller refurbished,27114,United Kingdom,apple,Tablets,782.34
ipad pro,171.66,2,Used,90596,United States,apple,Tablets,2477.9
lenovo ideapad,155.04,3,New,11027,United States,lenovo,Computers,1665.18
huawei p40,55.24,1,Open box,56,Portugal,huawei,Smartphones,1933.41
asus zephyrus,465.15,1,New,895,United States,asus,Computers,7150.63
asus zenbook,117.59,1,Used,1452,France,asus,Computers,1293.54
dell precision,308.45,2,Used,46,United States,dell,Computers,2437.72
dell xps,250.6,4,Used,208,United States,dell,Computers,1748.66
macbook air,203.71,4,Used,321,United States,apple,Computers,1615.39
iphone 11,101.12,3,Used,422,United States,apple,Smartphones,1448.86
lenovo tab,96.98,1,Open box,901,United Kingdom,lenovo,Tablets,562.22
dell xps,241.37,3,Used,511,United States,dell,Computers,1592.61
iphone 12,39.17,3,New,9,Spain,apple,Smartphones,3133.66
asus rog strix scar,136.78,1,Used,75,United States,asus,Computers,2980.43
asus vivobook,170.93,4,New,7471,United States,asus,Computers,2497.99
galaxy s20,103.13,4,Seller refurbished,44117,United States,samsung,Smartphones,1857.03
iphone 11,126.87,4,New,721,United Kingdom,apple,Smartphones,2715.94
asus zephyrus,173.27,1,Seller refurbished,2346,United States,asus,Computers,3900.33
ipad pro,97.16,3,Used,5235,United States,apple,Tablets,1532.22
asus zenbook,205.94,1,New,78929,United Kingdom,asus,Computers,3904.59
dell vostro,194.65,3,New,11993,United States,dell,Computers,3064.74
huawei p30,88.75,3,Used,3637,United Kingdom,huawei,Smartphones,621.41
xiaomi mi 11,173.28,3,New,5010,United Kingdom,xiaomi,Smartphones,4844.38
huawei p40,116.57,2,New,1641,China,huawei,Smartphones,4746.25
galaxy tab,94.19,3,Open box,12350,United States,samsung,Tablets,893.35
iphone 12,117.97,2,Open box,10093,United States,apple,Smartphones,2331.46
lenovo thinkbook,199.56,3,New,58911,United Kingdom,lenovo,Computers,3407.92
oneplus 8 pro,65.01,2,New,81,United States,oneplus,Smartphones,1950.18
dell xps,247.66,4,Used,2560,United Kingdom,dell,Computers,4943.4
asus zephyrus,190.01,1,Used,65059,United States,asus,Computers,3250.27
xiaomi mi 10,157.43,3,New,640,Hong Kong,xiaomi,Smartphones,2005.65
huawei p40,146.29,1,Used,2244,United Kingdom,huawei,Smartphones,1380.96
lenovo thinkbook,176.66,4,New,7471,United States,lenovo,Computers,2797.76
huawei mediapad,227.15,4,New,8437,Poland,huawei,Tablets,701.91
galaxy tab,122.85,2,New,121,United States,samsung,Tablets,1630.17
dell precision,192.92,3,Used,885,United Kingdom,dell,Computers,1934.18
huawei p40,87.04,1,Open box,10255,United Kingdom,huawei,Smartphones,625.23
asus zenbook,172.15,2,New,29228,United States,asus,Computers,4211.03
iphone x,124.16,2,Used,0,United States,apple,Smartphones,926.34
iphone 11,126.04,4,New,18,United Kingdom,apple,Smartphones,2669.95
iphone 11,144.25,4,Used,133,United States,apple,Smartphones,2364.8
iphone x,96.12,2,Used,9190,United Kingdom,apple,Smartphones,1124.52
dell precision,184.06,2,Seller refurbished,757,United States,dell,Computers,1137.57
galaxy tab,54.8,1,Used,90,Germany,samsung,Tablets,321.2
dell xps,199.9,4,Seller refurbished,59433,United Kingdom,dell,Computers,3598.43
huawei matebook,266.32,2,New,16243,Germany,huawei,Computers,3872.98
ipad pro,137.37,4,Used,4780,United Kingdom,apple,Tablets,1534.78
macbook pro,135.56,4,Used,29594,United States,apple,Computers,1398.73
galaxy s10,94.39,3,Open box,25118,United States,samsung,Smartphones,1189.54
lenovo tab,129.98,3,Used,25826,United States,lenovo,Tablets,451.43
galaxy tab,94.03,1,Used,4881,United States,samsung,Tablets,504.94
galaxy s20,114.44,2,New,7042,United States,samsung,Smartphones,2239.07
dell precision,149.68,3,Used,1693,United States,dell,Computers,1137.6
dell latitude,130.23,1,Seller refurbished,69328,United States,dell,Tablets,732.72
ipad air,123.32,1,Used,57,United Kingdom,apple,Tablets,207.15
galaxy s20,112.66,2,Seller refurbished,94331,United States,samsung,Smartphones,2145.16
galaxy s21,31.34,1,New,0,Philippines,samsung,Smartphones,1406.23
iphone 12,133.29,3,Used,168,United States,apple,Smartphones,1865.19
dell xps,217.87,3,New,348,United States,dell,Computers,4079.13
dell precision,222.42,4,Seller refurbished,43381,United States,dell,Computers,1608.9
asus rog strix scar,261.11,2,For parts or not working,5,United States,asus,Computers,1166.26
lenovo ideapad,192.25,3,New,7471,United States,lenovo,Computers,3613.78
asus vivobook,176.66,3,New,7471,United States,asus,Computers,2797.76
huawei p30,126.06,1,Used,0,Australia,huawei,Smartphones,184.86
galaxy s20,110.71,3,Open box,2209,United States,samsung,Smartphones,2044.44
dell vostro,148.37,1,Seller refurbished,1038,United Kingdom,dell,Computers,593.83
asus zenbook,235.5,4,New,17101,United Kingdom,asus,Computers,4870.8
huawei p40,86.72,1,Used,5385,United Kingdom,huawei,Smartphones,607.2
galaxy book,116.57,2,New,2769,South,samsung,Computers,6857.92
macbook air,121.6,1,For parts or not working,4057,United States,apple,Computers,667.81
asus vivobook,230.12,3,Seller refurbished,7039,United Kingdom,asus,Computers,2301.64
iphone x,175.35,4,New,0,United States,apple,Smartphones,1381.38
lenovo ideapad,175.59,3,Open box,1193,United States,lenovo,Computers,2330.36
huawei p40,27.42,1,Seller refurbished,30,France,huawei,Smartphones,2028.1
macbook air,190.85,1,Used,8212,United States,apple,Computers,666.11
hp zbook,299.35,1,New,6008,United Kingdom,hp,Computers,7105.36
huawei p40,0.04,1,New,0,France,huawei,Smartphones,3328.59
xiaomi mi 11,0.0,3,New,4906,China,xiaomi,Smartphones,1319.59
dell vostro,177.72,3,Used,2044,United States,dell,Computers,635.78
huawei p40,199.73,2,New,128,Germany,huawei,Smartphones,712.91
macbook pro,137.56,3,For parts or not working,1005,United States,apple,Computers,1115.79
macbook pro,142.65,3,Used,191,United States,apple,Computers,1015.86
lenovo thinkbook,191.58,1,New,296957,United States,lenovo,Computers,2750.86
macbook air,146.28,3,Seller refurbished,5007,United States,apple,Computers,1572.09
dell precision,409.41,4,Seller refurbished,2722,United States,dell,Computers,4222.14
iphone 11,110.78,4,Used,43886,United States,apple,Smartphones,1955.09
huawei p40,32.22,4,New,13129,United Kingdom,huawei,Smartphones,27.57
asus zenbook,241.01,1,New,74,United States,asus,Computers,2836.55
xiaomi mi 10,83.27,2,New,530,China,xiaomi,Smartphones,2942.64
xiaomi mi 10,96.84,1,New,4870,United Kingdom,xiaomi,Smartphones,1165.01
lenovo thinkbook,196.98,1,New,296957,United States,lenovo,Computers,3033.04
galaxy s21,129.46,1,New,1081,United States,samsung,Smartphones,2264.84
lenovo ideapad,119.14,2,New,1193,United States,lenovo,Computers,1332.25
galaxy s20,108.11,2,Used,39515,United States,samsung,Smartphones,754.4
galaxy s20,110.48,4,Used,43886,United States,samsung,Smartphones,2031.4
lenovo ideapad,161.37,2,Open box,1193,United States,lenovo,Computers,1997.29
lenovo tab,102.09,2,Seller refurbished,8407,United States,lenovo,Tablets,832.64
iphone x,131.57,2,Used,117,United States,apple,Smartphones,926.34
oneplus nord,102.09,4,New,634,United States,oneplus,Smartphones,37.38
lenovo thinkpad,199.84,2,Seller refurbished,602,United States,lenovo,Computers,1365.59
iphone x,116.3,3,Used,5,United States,apple,Smartphones,617.56
ipad air,138.1,1,For parts or not working,157,United Kingdom,apple,Tablets,170.32
asus vivobook,432.96,3,New,12112,United States,asus,Computers,2061.7
asus zenbook,185.89,2,New,221,United Kingdom,asus,Computers,2144.24
huawei p40,139.89,2,New,9195,Malaysia,huawei,Smartphones,2331.46
galaxy s21,0.0,3,New,308,Ukraine,samsung,Smartphones,16320.44
asus zenbook,292.61,4,New,25284,United Kingdom,asus,Computers,6094.01
xiaomi mi 11,115.13,1,Used,2321,United States,xiaomi,Smartphones,2275.18
asus zenbook,750.71,3,Seller refurbished,8220,United States,asus,Computers,2200.77
lenovo thinkpad,143.86,1,Used,249,United States,lenovo,Computers,1235.11
oneplus nord,88.99,1,New,6924,United States,oneplus,Smartphones,907.45
xiaomi mi 10,199.7,2,New,128,Germany,xiaomi,Smartphones,1441.25
asus vivobook,122.3,1,New,1193,United States,asus,Computers,1498.78
ipad air,127.87,2,Seller refurbished,989,United States,apple,Tablets,632.83
huawei p30,92.94,3,New,271,United Kingdom,huawei,Smartphones,851.58
lenovo ideapad,132.96,2,New,9853,United States,lenovo,Computers,1662.02
ipad air,98.29,2,Seller refurbished,2246,United States,apple,Tablets,632.8
iphone x,44.98,1,Used,16,Poland,apple,Smartphones,697.2
iphone 11,106.58,1,Used,43886,United States,apple,Smartphones,1955.09
xiaomi mi 10,91.84,1,Open box,522,United Kingdom,xiaomi,Smartphones,1983.82
dell xps,170.84,1,Used,45579,United States,dell,Computers,1023.84
iphone x,87.82,1,Used,43886,United States,apple,Smartphones,845.05
iphone x,96.99,3,Used,43886,United States,apple,Smartphones,1326.09
asus vivobook,158.31,2,New,1394,United Kingdom,asus,Computers,1141.59
hp zbook,285.25,1,Open box,13118,United States,hp,Computers,6155.21
huawei matebook,266.32,2,New,16243,Germany,huawei,Computers,3222.84
galaxy tab,114.28,2,Used,576,United States,samsung,Tablets,254.31
iphone 12,142.63,1,Seller refurbished,3918,United Kingdom,apple,Smartphones,3636.04
dell xps,135.47,2,Used,233,United States,dell,Computers,1153.86
huawei mediapad,90.04,3,New,1561,China,huawei,Tablets,152.7
oneplus nord,0.0,2,New,5010,United Kingdom,oneplus,Smartphones,2289.53
dell vostro,170.23,2,Used,17918,United Kingdom,dell,Computers,1941.28
lenovo thinkpad,205.37,1,Used,178092,United States,lenovo,Computers,662.81
galaxy s21,66.61,4,New,306,United States,samsung,Smartphones,3826.98
lenovo tab,108.5,2,Seller refurbished,244,United Kingdom,lenovo,Tablets,243.93
galaxy tab,0.0,2,New,107283,Germany,samsung,Tablets,38.5
galaxy s21,170.87,3,New,190,United States,samsung,Smartphones,3164.17
dell xps,158.65,1,Used,1243,United States,dell,Computers,1608.9
iphone 11,99.55,1,Open box,214574,United States,apple,Smartphones,2448.03
asus zephyrus,266.32,2,New,16243,Germany,asus,Computers,9716.32
iphone 11,99.55,4,Seller refurbished,214574,United States,apple,Smartphones,2664.53
macbook pro,236.48,4,Used,748,United States,apple,Computers,1995.29
iphone 11,99.55,1,Open box,214574,United States,apple,Smartphones,2131.62
dell precision,219.3,2,Used,4088,United States,dell,Computers,1381.38
macbook air,135.89,4,Used,38101,United States,apple,Computers,1415.55
galaxy book,78.3,1,Used,19224,Germany,samsung,Computers,1958.5
ipad air,137.16,1,For parts or not working,498,United States,apple,Tablets,233.15
huawei matebook,206.82,1,Open box,405,United Kingdom,huawei,Computers,3238.62
iphone 11,112.51,3,Open box,10093,United States,apple,Smartphones,1765.24
dell precision,243.57,1,Seller refurbished,1880,United Kingdom,dell,Computers,2136.59
macbook air,137.59,3,Seller refurbished,94258,United States,apple,Computers,2298.08
asus zenbook,233.2,4,Open box,27241,United Kingdom,asus,Computers,4745.18
asus rog strix scar,0.0,2,Used,247,Japan,asus,Computers,4906.86
xiaomi redmibook,0.0,1,New,23,China,xiaomi,Computers,4142.98
macbook air,178.83,1,Used,1741,United States,apple,Computers,2498.03
iphone x,99.56,2,New,2451,United States,apple,Smartphones,1459.38
gigabyte aero,325.47,1,Seller refurbished,795,United States,gigabyte,Computers,8104.25
asus zephyrus,235.97,2,Seller refurbished,78929,United Kingdom,asus,Computers,4925.23
galaxy book,0.0,2,New,2769,South,samsung,Computers,4193.35
huawei mediapad,58.51,2,Seller refurbished,11971,China,huawei,Tablets,364.33
galaxy s20,116.19,4,Open box,5372,United Kingdom,samsung,Smartphones,2226.55
dell xps,177.47,2,Used,7578,United States,dell,Computers,2593.71
dell precision,207.24,1,Used,178092,United States,dell,Computers,1004.34
iphone 11,211.92,3,Used,160,Canada,apple,Smartphones,2119.41
asus rog strix scar,227.78,1,New,296957,United States,asus,Computers,4462.29
dell xps,266.11,2,Seller refurbished,1880,United Kingdom,dell,Computers,4673.51
lenovo thinkpad,296.98,1,Used,178092,United States,lenovo,Computers,442.04
asus zephyrus,243.66,2,New,25284,United Kingdom,asus,Computers,4722.86
ipad air,125.81,3,Used,4780,United Kingdom,apple,Tablets,782.53
galaxy s10,90.03,1,Seller refurbished,44117,United States,samsung,Smartphones,1171.41
dell xps,411.31,4,Used,191,United Kingdom,dell,Computers,6522.18
asus vivobook,177.96,3,New,7471,United States,asus,Computers,2864.37
asus zephyrus,104.01,1,Used,247,Japan,asus,Computers,5273.97
lenovo ideapad,163.3,4,New,7471,United States,lenovo,Computers,2098.31
galaxy s20,103.65,1,Open box,16060,United States,samsung,Smartphones,1581.68
ipad air,133.36,1,For parts or not working,1152,United Kingdom,apple,Tablets,115.08
galaxy tab,89.0,1,New,981,United States,samsung,Tablets,532.88
iphone x,113.8,4,Used,1331,United Kingdom,apple,Smartphones,1057.05
iphone x,91.3,1,Seller refurbished,23274,United States,apple,Smartphones,1027.03
galaxy s10,132.45,2,Used,476,United States,samsung,Smartphones,628.93
dell latitude,124.1,1,Used,15363,United States,dell,Tablets,799.34
galaxy s20,104.31,1,Used,5280,United Kingdom,samsung,Smartphones,1574.11
asus zenbook,0.0,2,New,6426,South,asus,Computers,5542.64
galaxy tab,136.33,2,Used,1170,United Kingdom,samsung,Tablets,722.27
xiaomi mi 10,100.13,1,Open box,1023,United Kingdom,xiaomi,Smartphones,1344.93
xiaomi mi 11,130.01,2,New,486,Hong Kong,xiaomi,Smartphones,1300.02
macbook air,123.27,1,Seller refurbished,1091,United States,apple,Computers,1548.78
dell latitude,154.3,2,Used,2007,United Kingdom,dell,Tablets,920.63
galaxy tab,65.21,2,New,823,United States,samsung,Tablets,296.7
xiaomi mi 11,139.89,1,New,17243,Hong Kong,xiaomi,Smartphones,3996.84
ipad air,105.97,4,Used,9190,United Kingdom,apple,Tablets,943.69
huawei matebook,263.91,1,Used,867,United Kingdom,huawei,Computers,1841.35
dell xps,172.01,4,Seller refurbished,241,United States,dell,Computers,2307.71
galaxy s20,121.63,4,Open box,501,United States,samsung,Smartphones,1872.14
galaxy tab,78.49,3,New,429,United Kingdom,samsung,Tablets,44.94
iphone x,105.66,2,Used,419,United Kingdom,apple,Smartphones,697.2
asus vivobook,170.3,3,New,7471,United States,asus,Computers,2464.69
oneplus nord,53.73,2,New,1174,India,oneplus,Smartphones,1801.29
asus rog strix scar,287.63,1,Open box,25284,United Kingdom,asus,Computers,5850.67
galaxy tab,163.24,1,New,553,United States,samsung,Tablets,3247.43
huawei matebook,207.11,1,Open box,40683,United Kingdom,huawei,Computers,2715.94
iphone x,95.31,4,Used,27114,United Kingdom,apple,Smartphones,1079.32
lenovo thinkpad,185.14,2,Used,48883,United Kingdom,lenovo,Computers,139.44
ipad air,91.53,1,Used,26920,United States,apple,Tablets,666.11
ipad air,119.78,3,Used,27114,United Kingdom,apple,Tablets,1703.2
xiaomi mi 10,81.26,2,New,530,China,xiaomi,Smartphones,2600.21
galaxy s20,107.59,2,Seller refurbished,127396,United Kingdom,samsung,Smartphones,1754.21
galaxy s20,108.41,2,Seller refurbished,293554,United Kingdom,samsung,Smartphones,1795.27
asus vivobook,136.08,3,Seller refurbished,2974,United Kingdom,asus,Computers,598.39
dell xps,160.66,2,Used,11993,United States,dell,Computers,2115.91
asus zephyrus,198.27,3,For parts or not working,416,United States,asus,Computers,97.51
iphone 12,132.71,1,New,1102,United Kingdom,apple,Smartphones,3038.22
dell precision,232.2,1,Seller refurbished,109711,United States,dell,Computers,2242.67
xiaomi mi 10,139.89,2,New,17243,Hong Kong,xiaomi,Smartphones,1758.44
ipad air,143.65,3,Used,1439,United States,apple,Tablets,566.22
xiaomi mi 10,99.75,1,Used,26,United States,xiaomi,Smartphones,2198.26
xiaomi mi 11,161.12,1,New,640,Hong Kong,xiaomi,Smartphones,3452.48
dell xps,222.65,2,Certified refurbished,9853,United States,dell,Computers,5717.28
dell xps,166.74,3,Used,5764,United States,dell,Computers,2031.34
ipad pro,171.66,1,Used,90596,United States,apple,Tablets,2477.9
